department,institution,ancmNo,ancmDate,period,title,link,bsnsTitle#1,bsnsTitle#2,bsnsTitle#3,bsnsTitle#4,bsnsTitle#5,bsnsTitle#6,bsnsTitle#7,bsnsTitle#8,bsnsTitle#9,bsnsTitle#10,bsnsTitle#11,bsnsTitle#12,bsnsTitle#13,bsnsTitle#14,bsnsTitle#15,bsnsTitle#16,bsnsTitle#17,bsnsTitle#18,bsnsTitle#19,bsnsTitle#20,bsnsTitle#21,bsnsTitle#22,bsnsTitle#23,bsnsTitle#24,bsnsTitle#25,bsnsTitle#26,bsnsTitle#27,bsnsTitle#28,bsnsTitle#29,bsnsTitle#30,bsnsTitle#31,bsnsTitle#32,bsnsTitle#33,bsnsTitle#34,bsnsTitle#35,bsnsTitle#36,bsnsTitle#37,bsnsTitle#38,bsnsTitle#39,bsnsTitle#40
과학기술정보통신부,한국연구재단,NR_2024_032,2024-02-23,2024-02-23 ~ 2024-02-27,2024년 주한공관 과학기술 국제협력 신규과제 접수,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국에너지기술평가원,산업통상자원부 공고 제2024-170호,2024-02-26,2024-02-26 ~ 2024-04-30,2024년 에너지국제공동연구사업 신규지원 대상과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국에너지기술평가원,산업통상자원부 공고 제2024-187호,2024-02-28,2024-02-28 ~ 2024-05-22,2024년도 한-영국 국제공동기술개발사업 신규지원 대상과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,과학기술사업화진흥원,과학기술정보통신부 공고 제2024-0179호,2024-02-23,2024-03-11 ~ 2024-03-25,2024년도 딥사이언스 창업 활성화 지원사업 시행 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제2024-0182호,2024-02-23,2024-02-23 ~ 2024-03-22,2024년도 양자기술연구개발선도(양자컴퓨팅) 사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,NR_2024_035,2024-02-26,2024-02-26 ~ 2024-02-27,2024년도 우주개발기반조성 및 성과확산 사업(우주기술산업화 및 수출지원) 정책지정(한국우주기술진흥협회),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제2024 - 0180호,2024-02-23,2024-03-11 ~ 2024-03-27,2024년도 원전해체 경쟁력 강화 기술개발사업 신규과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제2024 - 0203호,2024-02-27,2024-03-14 ~ 2024-03-29,2024년도 반도체첨단패키징핵심기술개발사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
농림축산식품부,농림식품기술기획평가원,농림축산식품부 공고 제 농축 2024-95,2024-02-26,2024-02-26 ~ 2024-03-04,2024년도 고부가가치식품기술개발사업 시행계획 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2024 -0189호,2024-02-26,2024-03-11 ~ 2024-03-28,2024년도 나노 및 소재기술개발사업 신규과제 선정계획 3차 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기상청,한국기상산업기술원,제2024-14호,2024-02-26,2024-02-26 ~ 2024-03-04,2024년도 기후 및 기후변화 감시·예측정보 응용기술 개발 사업 1차 공고(재공고),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산림청,한국임업진흥원,산림청 공고 제2024-88호,2024-02-26,2024-03-04 ~ 2024-03-11,산림분야 재난·재해의 현안해결형 연구개발'사업 2024년도 제2차 신규과제 선정계획 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제2024 - 0191호,2024-02-26,2024-03-11 ~ 2024-03-26,2024년도 차세대 유망 Seed 기술실용화 패스트트랙사업 신규과제 공고(수정),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제2024-0170호,2024-02-27,2024-02-27 ~ 2024-05-22,2024년도 한-캐나다 산학연 공동연구사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2024-0193호,2024-02-27,2024-03-15 ~ 2024-04-17,2024년도 개인기초연구사업(글로벌 매칭형-스웨덴) 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국탄소산업진흥원,CI_2024_001,2024-02-28,2024-03-18 ~ 2024-03-28,2024년도 (탄소융복합소재부품) 장비국산화 지원사업  신규지원 대상과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보건복지부,한국보건산업진흥원,보조기기실용화연구개발사업단공고 제2024-1호,2024-02-29,2024-02-29 ~ 2024-03-29,2024년도 제1차 장애인·노인 자립생활을 위한 보조기기 실용화 연구개발사업 신규지원 대상과제 통합공고 ,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국산업기술기획평가원,산업통상자원부 공고 제2024-214호,2024-03-04,2024-03-11 ~ 2024-04-03,2024년도 소재부품기술개발 신규지원 대상과제 수정공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제2024 - 0204호,2024-02-27,2024-03-14 ~ 2024-03-29,2024년도 차세대반도체대응미세기판기술개발사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제2024 - 0205호,2024-02-27,2024-03-14 ~ 2024-03-29,2024년도 차세대반도체장비원천기술개발사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,NR_2024_036,2024-02-29,2024-03-18 ~ 2024-06-13,2024년도 한-독 특별협력사업 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국산업기술기획평가원,산업통상자원부 공고 제2024-188호,2024-02-29,2024-02-29 ~ 2024-04-03,2024년도 제2차 바이오분야 연구개발사업 신규지원 대상과제 통합 공고(바이오산업기술개발사업),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 2024-0207,2024-02-28,2024-02-28 ~ 2024-03-13,2024년도 제1차 과학기술분야 연구기획과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
농촌진흥청,농촌진흥청,제2024-45호,2024-03-04,2024-03-04 ~ 2024-03-18,2024년도 농업연구개발사업 정기공모(2차),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국산업기술기획평가원,산업통상자원부 국가기술표준원 공고 제2024-0049호,2024-03-05,2024-03-12 ~ 2024-04-04,2024년도 국가참조표준데이터 개발·보급사업신규지원 대상과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,NR_2024_038,2024-02-06,2024-03-04 ~ 2024-03-12,2024년도 1차 글로벌 리더연구 후속과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
해양수산부,해양수산과학기술진흥원,해양수산부 공고 제2024-438호,2024-02-29,2024-03-11 ~ 2024-04-01,2024년도 친환경 선박 전주기 혁신기술개발사업 신규과제 선정계획 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2024 - 0214호,2024-02-28,2024-03-15 ~ 2024-03-28,2024년도 재범징후 선제적 감지 및 대응력 강화사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제2024 - 0222호,2024-02-28,2024-04-29 ~ 2024-05-17,2024년도 원천기술국제협력개발사업(한-EU 반도체 공동연구) 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
해양수산부,해양수산과학기술진흥원,해양수산부 공고 제2024-439호,2024-02-29,2024-02-29 ~ 2024-03-08,2024년도 해양 디지털항로 실증기술 개발사업 신규과제 선정계획 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,NR_2024_040,2024-03-04,2024-03-04 ~ 2024-04-09,2024년도 한-중(CSTEC) 신진과학자교류사업(파견) 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국에너지기술평가원,산업통상자원부 공고 제2024-023호,2024-02-29,2024-03-07 ~ 2024-03-25,"2024년도 제1차 에너지기술개발사업 신규지원대상 연구개발과제(지정,품목) 재공고",https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국에너지기술평가원,산업통상자원부 공고 제2024-186호,2024-02-29,2024-03-07 ~ 2024-03-29,2024년도 원전해체경쟁력강화기술개발사업 신규지원 대상 연구개발과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국산업기술진흥원,산업통상자원부 제2024-189호,2024-03-04,2024-03-04 ~ 2024-05-03,2024년도 산업혁신기반구축사업 시행계획 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국산업기술기획평가원,산업통상자원부 국가기술표준원 공고 제2024-0051호,2024-03-05,2024-03-05 ~ 2024-04-04,2024년도 융복합신기술제품안전기술지원사업 신규지원 대상과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국산업기술진흥원,산업통상자원부 공고 제2024-203호,2024-03-06,2024-03-06 ~ 2024-04-05,2024년도 우주항공방산용 실란트 소재 초격차 기술개발 및 실증사업(R&amp;D) 시행계획 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2024-0225호,2024-02-29,2024-02-29 ~ 2024-03-29,2024년도 우주개발기반조성 및 성과확산 사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,NR_2024_041,2024-03-04,2024-03-04 ~ 2024-03-22,2024년도 우주개발기반조성 및 성과확산 사업(우주개발 전략 기반조성) 정책지정(과학기술정책연구원(국가우주정책연구센터) ),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,NR_2024_042,2024-03-04,2024-03-04 ~ 2024-03-20,"2024년도 우주개발기반조성 및 성과확산 사업(우주기술산업화 및 수출지원) 정책지정(한국우주기술진흥협회, 한국산업기술시험원)",https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
농촌진흥청,농촌진흥청,제2024-46호,2024-03-04,2024-03-04 ~ 2024-04-30,2024년도 농업생명자원 관리기관 운영과제공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,NR_2024_043,2024-03-07,2024-03-07 ~ 2024-03-18,국산소자부품우주검증지원사업 정책지정,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제？2024-0150호,2024-03-11,2024-06-05 ~ 2024-07-24,2024년도 한-핀란드 공동연구사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국산업기술기획평가원,산업통상자원부 국가기술표준원 공고 제2024-62호,2024-03-08,2024-03-15 ~ 2024-04-08,2024년 국가표준기술력향상사업 신규지원 대상과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,과학기술사업화진흥원,과학기술정보통신부 공고 제2024 - 0229호,2024-03-05,2024-03-22 ~ 2024-04-03,2024년도『과학기술일자리 혁신기반 지원사업』시행 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2024-0252호,2024-03-11,2024-03-11 ~ 2024-03-22,2024년도 나노 및 소재기술개발사업 신규과제 선정계획 1차 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2024-0260호,2024-03-11,2024-03-18 ~ 2024-04-30,2024년도 기초연구사업 (글로벌매칭형-독일) 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
국토교통부,국토교통과학기술진흥원,재공고-국-제03호,2024-03-05,2024-03-05 ~ 2024-03-12,(재공고-국-제03호) 2024년 초장대 K-지하고속도로 인프라 안전 및 효율 향상 기술 개발 사업 시행 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
국토교통부,국토교통과학기술진흥원,재공고-국-제04호,2024-03-05,2024-03-06 ~ 2024-03-12,(재공고-국-제04호) 2024년 내구연한 도래 노후 디젤기관차 대체를 위한 친환경 수소전기기관차 기술개발 사업 시행 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국산업기술기획평가원,KT_2024_017,2024-03-13,2024-03-13 ~ 2024-03-26,2024년 국가참조표준데이터개발보급사업 신규지원,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
국토교통부,국토교통과학기술진흥원,재공고-국-제07호,2024-03-05,2024-03-05 ~ 2024-03-12,(재공고-국-제07호) 2024년 협력거점형 국토교통 국제협력 연구개발 사업(협력거점 구축) 시행 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
해양수산부,해양수산과학기술진흥원,해양수산부  공고 제2024-453호,2024-03-05,2024-03-05 ~ 2024-03-12,2024년도 해양수산 과학기술 국제협력 고도화 사업 신규과제 선정계획 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,과학기술사업화진흥원,과학기술정보통신부 공고 제2024 - 0231호,2024-03-05,2024-03-22 ~ 2024-04-03,2024년도 첨단과학기술기업 글로벌 협력 스케일업R&amp;D지원사업 시행공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
해양수산부,해양수산과학기술진흥원,해양수산부 공고 제2024-457호,2024-03-06,2024-03-06 ~ 2024-03-13,2024년도 해양위험유해물질(HNS) 배출 등 관리기술 개발사업 신규과제 선정계획 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,과학기술사업화진흥원,과학기술정보통신부 공고 제2024 - 0230호,2024-03-05,2024-03-22 ~ 2024-04-03,2024년도 공공연구성과 확산 및 실용화 사업 시행 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
해양수산부,해양수산과학기술진흥원,해양수산부 공고 제2024-454호,2024-03-05,2024-03-05 ~ 2024-03-12,2024년도 천해용 수중 모빌리티 기술 개발사업 신규과제 선정계획 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2024 - 0244호,2024-03-06,2024-03-06 ~ 2024-03-15,2024년도 차세대지능형반도체기술개발(소자)사업(신소자원천) 신규과제 재공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국산업기술기획평가원,산업통상자원부 공고 제2024-217호,2024-03-07,2024-03-07 ~ 2024-03-19,2024년도 자동차 분야 신규지원 대상과제 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기획재정부,국토교통과학기술진흥원,재공고-국-제02호,2024-03-06,2024-03-06 ~ 2024-03-13,2024년 탄소공간지도기반 계획지원 기술개발 사업 시행 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,연구개발특구진흥재단,제2024-0000호,2024-03-06,2024-03-25 ~ 2024-04-08,2024년 딥테크 스케일업 밸리 육성 사업 사전기획 지원 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2024 - 0263호,2024-03-11,2024-03-11 ~ 2024-03-22,2024년도 소형모듈원자로 사용후핵연료 발생량저감 기술개발사업 신규과제 재공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,정보통신기획평가원,해당없음(정책지정),2024-03-28,2024-04-01 ~ 2024-04-30, 2024년 디지털혁신기술국제공동연구사업 정책지정 대상과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국산업기술기획평가원,산업통상자원부 국가기술표준원 공고 제2024-0063호,2024-03-08,2024-03-18 ~ 2024-04-08,2024년 국제표준화협력사업 신규과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
해양경찰청,과학기술사업화진흥원,해양경찰청 공고 제2024-27호,2024-01-29,2024-02-26 ~ 2024-03-18,2024년 해양경찰 현장 맞춤형 연구개발(오션랩 2.0) 사업 신규과제 선정계획 연장공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,정보통신기획평가원,해당없음(정책지정),2024-03-07,2024-03-08 ~ 2024-03-15,방송통신산업기술개발사업(전파위성부문) 정책지정,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
범부처,한국연구재단,"과학기술정보통신부 공고 제2024-0209호, 보건복지부 공고 제 2024-139호",2024-02-28,2024-03-11 ~ 2024-04-01,2024년도 인공아체세포 기반 재생치료 기술개발사업 신규과제 공모 ,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2024 ？ 0253호,2024-03-11,2024-03-11 ~ 2024-03-22,2024년도 나노 및 소재기술개발사업 2차 통합공고 플랫폼형 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,정보통신기획평가원,과학기술정보통신부 공고 제2024-0310호,2024-03-20,2024-04-08 ~ 2024-04-24,2024년도 정보통신방송혁신인재양성(2차)·디지털선도기술핵심인재양성 신규과제 선정 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,2023-1077,2023-12-29,2024-03-11 ~ 2024-06-04,2024년 제2차 해외우수과학자유치사업(Brain Pool/Brain Pool+) 신규과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2024-0261호,2024-03-11,2024-03-11 ~ 2024-03-21,2024년도 미래원자력기술 시설·장비구축활용사업 신규과제 재공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보건복지부,한국보건산업진흥원,정신건강연구개발사업단 공고 제2024-002호,2024-03-08,2024-03-08 ~ 2024-03-18,2024년 제1차 마약·자살 등 정신건강관련 사회문제대응 기술연구(R&amp;D) 신규지원 대상과제 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
행정안전부,한국산업기술기획평가원,행정안전부 공고 제2024-431호,2024-03-08,2024-03-11 ~ 2024-03-29,2024년도 지역맞춤형 재난안전 문제해결 기술개발 지원(2단계) 신규과제 재공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국산업기술진흥원,산업통상자원부 공고 제2024-226호,2024-03-13,2024-03-13 ~ 2024-04-15,2024년도 항공우주부품공정고도화기술개발사업(R&amp;D) 시행계획 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,2024-0262,2024-03-11,2024-03-11 ~ 2024-03-28,2024년도 민관합작 차세대원자로 개발 프로젝트 사업신규과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,NR_2024_047,2024-03-13,2024-03-13 ~ 2024-04-02,2024년 나노·소재기술개발사업(팹고도화)  통합정보시스템(MoaFab) 운영 신규과제 접수(정책지정),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
해양수산부,해양수산과학기술진흥원,해양수산부 공고 제2024-494호,2024-03-08,2024-03-11 ~ 2024-03-18,2024년도 해양탄소 재순환 가치사슬 실현을 위한 해상 메탄올 생산 및 운송기술 개발사업 신규과제 선정계획 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국산업기술기획평가원,산업통상자원부 공고 제2024-223호,2024-03-11,2024-03-11 ~ 2024-03-21,2024년도 반도체분야 신규지원 대상과제 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=004933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
